"CSAFP","CBSAFP","GEOID","NAME","NAMELSAD","LSAD","MEMI","MTFCC","ALAND","AWATER","INTPTLAT","INTPTLON","lon","lat"
,"19000","19000","Cullowhee, NC","Cullowhee, NC Micro Area","M2","2","G3110","2638771546","42170497","+35.3890446","-083.3228317",-83.3247194306897,35.3916876763984
,"19060","19060","Cumberland, MD-WV","Cumberland, MD-WV Metro Area","M1","1","G3110","1942634638","18304844","+39.5321854","-078.8070822",-78.8044200366797,39.53172018503
"206","19100","19100","Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area","M1","1","G3110","22465626198","862946133","+32.8491708","-096.9704894",-96.9703765545743,32.8495069686479
"174","19140","19140","Dalton, GA","Dalton, GA Metro Area","M1","1","G3110","1644465816","7316659","+34.7969557","-084.8562790",-84.8481082031373,34.7962815788572
,"19180","19180","Danville, IL","Danville, IL Metro Area","M1","1","G3110","2326634941","7531159","+40.1867542","-087.7267779",-87.732815213989,40.1834016210332
,"19220","19220","Danville, KY","Danville, KY Micro Area","M2","2","G3110","1329164266","15643110","+37.5078476","-084.7356841",-84.7334811960555,37.5149612791084
,"19260","19260","Danville, VA","Danville, VA Micro Area","M2","2","G3110","2620550185","26245214","+36.8118530","-079.4001219",-79.3976177263171,36.8111451592236
"380","19300","19300","Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area","M1","1","G3110","4117621645","1132980868","+30.6592183","-087.7460666",-87.7498400784149,30.6609696648281
"209","19340","19340","Davenport-Moline-Rock Island, IA-IL","Davenport-Moline-Rock Island, IA-IL Metro Area","M1","1","G3110","5878838614","114205478","+41.3916799","-090.4600760",-90.4659117678899,41.3968794935783
"174","19420","19420","Dayton, TN","Dayton, TN Micro Area","M2","2","G3110","816838004","54448370","+35.6005900","-084.9495484",-84.9243960855393,35.6087114536684
"212","19430","19430","Dayton-Kettering, OH","Dayton-Kettering, OH Metro Area","M1","1","G3110","3319471878","22271685","+39.8288538","-084.1418129",-84.1419386980742,39.8294615141704
"290","19460","19460","Decatur, AL","Decatur, AL Metro Area","M1","1","G3110","3290021083","119059621","+34.4893614","-087.0971469",-87.1026358560268,34.49063567043
,"19500","19500","Decatur, IL","Decatur, IL Metro Area","M1","1","G3110","1503684109","13406663","+39.8602372","-088.9615288",-88.9615519315549,39.8600027880769
"258","19540","19540","Decatur, IN","Decatur, IN Micro Area","M2","2","G3110","877815499","2693924","+40.7457327","-084.9361303",-84.9366547188895,40.7456599313334
,"19580","19580","Defiance, OH","Defiance, OH Micro Area","M2","2","G3110","1065649892","7073996","+41.3216789","-084.4864334",-84.4904951214469,41.3239160958726
,"19620","19620","Del Rio, TX","Del Rio, TX Micro Area","M2","2","G3110","8144863666","227711335","+29.8752853","-101.1433237",-101.151715197513,29.892960136637
"422","19660","19660","Deltona-Daytona Beach-Ormond Beach, FL","Deltona-Daytona Beach-Ormond Beach, FL Metro Area","M1","1","G3110","4108724164","1079710619","+29.1789002","-081.1890231",-81.1898408113563,29.1799443806066
,"19700","19700","Deming, NM","Deming, NM Micro Area","M2","2","G3110","7679776973","433660","+32.1845231","-107.7471911",-107.749771927565,32.1822155495358
"216","19740","19740","Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO Metro Area","M1","1","G3110","21613407404","149583396","+39.4347890","-104.9010728",-104.894408775321,39.4337101251553
"217","19760","19760","DeRidder, LA","DeRidder, LA Micro Area","M2","2","G3110","2997555223","21945878","+30.6450184","-093.3402526",-93.3433389929712,30.6484687349131
"218","19780","19780","Des Moines-West Des Moines, IA","Des Moines-West Des Moines, IA Metro Area","M1","1","G3110","9356098870","83568330","+41.5770501","-093.7597124",-93.7618309490464,41.5756673454915
"220","19820","19820","Detroit-Warren-Dearborn, MI","Detroit-Warren-Dearborn, MI Metro Area","M1","1","G3110","10079403934","890904274","+42.7218478","-083.2008463",-83.2058168888954,42.7161818929311
,"19860","19860","Dickinson, ND","Dickinson, ND Micro Area","M2","2","G3110","6431980184","26010422","+46.9125835","-102.9884867",-102.989326197086,46.9093487740022
"221","19940","19940","Dixon, IL","Dixon, IL Micro Area","M2","2","G3110","1877189067","9732924","+41.7474465","-089.2993616",-89.3003092503966,41.7461054437381
,"19980","19980","Dodge City, KS","Dodge City, KS Micro Area","M2","2","G3110","2844508243","2097356","+37.6884159","-099.8847484",-99.8879423783957,37.6917036301478
"222","20020","20020","Dothan, AL","Dothan, AL Metro Area","M1","1","G3110","4444643836","33283078","+31.2455283","-085.4691904",-85.4617251468894,31.2528940561882
,"20060","20060","Douglas, GA","Douglas, GA Micro Area","M2","2","G3110","2421565639","31628932","+31.4595406","-082.8673266",-82.8603826152654,31.4577023334394
"428","20100","20100","Dover, DE","Dover, DE Metro Area","M1","1","G3110","1517888728","549776901","+39.0970884","-075.5029819",-75.5046137017782,39.0959545402397
,"20140","20140","Dublin, GA","Dublin, GA Micro Area","M2","2","G3110","3392319432","45915951","+32.5089403","-082.8100132",-82.8074963465085,32.5095893596898
"524","20180","20180","DuBois, PA","DuBois, PA Micro Area","M2","2","G3110","2964714508","23932643","+41.0002489","-078.4737490",-78.4741251098591,41.0001918546074
,"20220","20220","Dubuque, IA","Dubuque, IA Metro Area","M1","1","G3110","1575487988","21138781","+42.4634808","-090.8787708",-90.8825218503691,42.4688224326792
,"20260","20260","Duluth, MN-WI","Duluth, MN-WI Metro Area","M1","1","G3110","27252320122","4358695871","+47.3475056","-092.1553326",-92.1510297993,47.3687472427005
,"20300","20300","Dumas, TX","Dumas, TX Micro Area","M2","2","G3110","2330207191","25699789","+35.8356759","-101.8905018",-101.892922809664,35.8376872525711
,"20340","20340","Duncan, OK","Duncan, OK Micro Area","M2","2","G3110","2253798301","54865799","+34.4813609","-097.8556068",-97.8515306641907,34.4855798532755
,"20420","20420","Durango, CO","Durango, CO Micro Area","M2","2","G3110","4376255148","25642578","+37.2873673","-107.8397178",-107.843270686596,37.2865819539983
"206","20460","20460","Durant, OK","Durant, OK Micro Area","M2","2","G3110","2341975631","102083435","+33.9640035","-096.2641365",-96.2597620936376,33.9622404194178
"450","20500","20500","Durham-Chapel Hill, NC","Durham-Chapel Hill, NC Metro Area","M1","1","G3110","5931305968","154624603","+36.0605886","-078.9897875",-78.9970635094649,36.0628394044838
,"20540","20540","Dyersburg, TN","Dyersburg, TN Micro Area","M2","2","G3110","1326983955","36731277","+36.0541960","-089.3983058",-89.413765949295,36.0590578010193
,"20580","20580","Eagle Pass, TX","Eagle Pass, TX Micro Area","M2","2","G3110","3313817729","31873432","+28.7297873","-100.3166780",-100.314514171324,28.7425901305747
"548","20660","20660","Easton, MD","Easton, MD Micro Area","M2","2","G3110","695561625","539363462","+38.7483486","-076.1784757",-76.1786170603011,38.7491001783088
"408","20700","20700","East Stroudsburg, PA","East Stroudsburg, PA Metro Area","M1","1","G3110","1575379455","22872910","+41.0562401","-075.3290651",-75.3395154571958,41.0580656247301
"232","20740","20740","Eau Claire, WI","Eau Claire, WI Metro Area","M1","1","G3110","4263839760","104081841","+44.9386719","-091.2843222",-91.2822095778609,44.9388004162232
"233","20780","20780","Edwards, CO","Edwards, CO Micro Area","M2","2","G3110","4362757834","18967056","+39.6269919","-106.6951694",-106.695299258596,39.6278256158913
,"20820","20820","Effingham, IL","Effingham, IL Micro Area","M2","2","G3110","1240007567","3172833","+39.0479445","-088.5928488",-88.5898533622181,39.059781940661
"288","20900","20900","El Campo, TX","El Campo, TX Micro Area","M2","2","G3110","2813117310","21287759","+29.2784805","-096.2296745",-96.2221042394056,29.2778616454797
,"20940","20940","El Centro, CA","El Centro, CA Metro Area","M1","1","G3110","10814594615","790217372","+33.0408143","-115.3554001",-115.365336961627,33.0395904342315
,"20980","20980","El Dorado, AR","El Dorado, AR Micro Area","M2","2","G3110","2691655893","41400825","+33.1682186","-092.5981447",-92.5972913760918,33.1713575380367
"545","21020","21020","Elizabeth City, NC","Elizabeth City, NC Micro Area","M2","2","G3110","1227785818","373504973","+36.1968134","-076.3426012",-76.3334594107443,36.2183331489384
"350","21060","21060","Elizabethtown-Fort Knox, KY","Elizabethtown-Fort Knox, KY Metro Area","M1","1","G3110","3083102433","72201165","+37.7329803","-085.9721707",-85.973886603173,37.737740269358
,"21120","21120","Elk City, OK","Elk City, OK Micro Area","M2","2","G3110","2335338428","5514684","+35.2706008","-099.6900574",-99.6819563660106,35.2687044014909
"515","21140","21140","Elkhart-Goshen, IN","Elkhart-Goshen, IN Metro Area","M1","1","G3110","1199603973","12434083","+41.6006928","-085.8639864",-85.858755278466,41.5973844823094
,"21180","21180","Elkins, WV","Elkins, WV Micro Area","M2","2","G3110","2692810851","667359","+38.7810953","-079.8677881",-79.8757955735317,38.7747231231862
,"21220","21220","Elko, NV","Elko, NV Micro Area","M2","2","G3110","55294001557","85843440","+40.9060857","-115.5545775",-115.533325547454,40.9217560470484
,"21260","21260","Ellensburg, WA","Ellensburg, WA Micro Area","M2","2","G3110","5950002896","92410114","+47.1244411","-120.6767092",-120.679683234655,47.1242661519288
"236","21300","21300","Elmira, NY","Elmira, NY Metro Area","M1","1","G3110","1055038227","8874756","+42.1552804","-076.7471791",-76.7600260362682,42.1412473526483
"238","21340","21340","El Paso, TX","El Paso, TX Metro Area","M1","1","G3110","14461902958","7482945","+31.5273940","-105.5213326",-105.541046873919,31.5130827631384
,"21380","21380","Emporia, KS","Emporia, KS Micro Area","M2","2","G3110","4197177726","32632186","+38.3821338","-096.3593009",-96.3625563634468,38.3828637042948
,"21420","21420","Enid, OK","Enid, OK Metro Area","M1","1","G3110","2741521308","4075930","+36.3780539","-097.7884503",-97.7827227881011,36.3790614615403
,"21460","21460","Enterprise, AL","Enterprise, AL Micro Area","M2","2","G3110","1758565919","3907189","+31.4022580","-085.9896022",-85.9882069261766,31.4026271796274
"240","21500","21500","Erie, PA","Erie, PA Metro Area","M1","1","G3110","2069551279","1966249000","+42.1179519","-080.0963858",-80.0981063578174,42.1174762417156
,"21540","21540","Escanaba, MI","Escanaba, MI Micro Area","M2","2","G3110","3033137838","2124389421","+45.8052288","-086.9019375",-86.8705966508045,45.7916364577454
"106","21580","21580","Española, NM","Española, NM Micro Area","M2","2","G3110","15179590198","91466278","+36.5096687","-106.6939829",-106.693083681074,36.5095802748938
,"21640","21640","Eufaula, AL-GA","Eufaula, AL-GA Micro Area","M2","2","G3110","2683863215","74681508","+31.8672807","-085.3350319",-85.336754024166,31.869260636206
,"21660","21660","Eugene-Springfield, OR","Eugene-Springfield, OR Metro Area","M1","1","G3110","11800116009","436246925","+43.9283286","-122.8976901",-122.876213921334,43.9416929040516
,"21700","21700","Eureka-Arcata, CA","Eureka-Arcata, CA Micro Area","M2","2","G3110","9241426488","1253864712","+40.7066554","-123.9261757",-123.915819445786,40.705009082933
,"21740","21740","Evanston, WY","Evanston, WY Micro Area","M2","2","G3110","5391631765","16625817","+41.2847255","-110.5589468",-110.547561693381,41.2874919209699
,"21780","21780","Evansville, IN-KY","Evansville, IN-KY Metro Area","M1","1","G3110","3792650706","125969933","+38.0200703","-087.5861659",-87.5790832898835,37.9711078634875
,"21820","21820","Fairbanks, AK","Fairbanks, AK Metro Area","M1","1","G3110","18983544936","272866589","+64.6760436","-146.5481586",-146.565422856345,64.807766156384
,"21840","21840","Fairfield, IA","Fairfield, IA Micro Area","M2","2","G3110","1127999808","3524817","+41.0058877","-091.9666345",-91.9488728782237,41.0317620677679
,"21860","21860","Fairmont, MN","Fairmont, MN Micro Area","M2","2","G3110","1844928064","44669375","+43.6771181","-094.5372525",-94.5510703289562,43.6743620902236
"390","21900","21900","Fairmont, WV","Fairmont, WV Micro Area","M2","2","G3110","799666879","7161744","+39.5058387","-080.2434018",-80.2433983427974,39.5099950740127
,"21980","21980","Fallon, NV","Fallon, NV Micro Area","M2","2","G3110","12821785223","190748448","+39.5377097","-118.2641661",-118.33577887423,39.5808763809931
"244","22020","22020","Fargo, ND-MN","Fargo, ND-MN Metro Area","M1","1","G3110","7278210008","26755856","+46.9148591","-096.9601826",-96.9654878391686,46.9178109455284
"378","22060","22060","Faribault-Northfield, MN","Faribault-Northfield, MN Micro Area","M2","2","G3110","1284215162","52066242","+44.3507339","-093.2985052",-93.2966783050706,44.3542643028797
"476","22100","22100","Farmington, MO","Farmington, MO Micro Area","M2","2","G3110","1170381746","7216295","+37.8107068","-090.4738684",-90.4722676012141,37.8102830478385
,"22140","22140","Farmington, NM","Farmington, NM Metro Area","M1","1","G3110","14289491641","54966780","+36.5116245","-108.3245778",-108.320603167357,36.508510780595
"246","22180","22180","Fayetteville, NC","Fayetteville, NC Metro Area","M1","1","G3110","4241646488","35598509","+35.1559863","-078.9318500",-78.9398428024828,35.1580785349838
"161","15460","15460","Burlington, IA-IL","Burlington, IA-IL Micro Area","M2","2","G3110","2058845742","77900167","+40.8638225","-091.0699761",-91.058763580258,40.872884809818
"268","15500","15500","Burlington, NC","Burlington, NC Metro Area","M1","1","G3110","1096718106","27958505","+36.0439535","-079.4005733",-79.3994248175226,36.0437098765545
"162","15540","15540","Burlington-South Burlington, VT","Burlington-South Burlington, VT Metro Area","M1","1","G3110","3244001619","656739121","+44.6891168","-073.0411707",-73.0307813710854,44.6872265011269
,"15580","15580","Butte-Silver Bow, MT","Butte-Silver Bow, MT Micro Area","M2","2","G3110","1859568275","1518176","+45.8962319","-112.6600714",-112.656713468041,45.9024044496929
,"15620","15620","Cadillac, MI","Cadillac, MI Micro Area","M2","2","G3110","2925942372","50770824","+44.3287385","-085.3264287",-85.3368707417289,44.3378442906757
"174","15660","15660","Calhoun, GA","Calhoun, GA Micro Area","M2","2","G3110","923182326","5729532","+34.5096669","-084.8738622",-84.8759139253506,34.5031701949435
"548","15680","15680","California-Lexington Park, MD","California-Lexington Park, MD Metro Area","M1","1","G3110","929021301","1050381198","+38.2202894","-076.5303837",-76.529060663294,38.2158624013685
"480","15700","15700","Cambridge, MD","Cambridge, MD Micro Area","M2","2","G3110","1400573745","1145353068","+38.4291957","-076.0474333",-76.0833253108607,38.4226080427942
"198","15740","15740","Cambridge, OH","Cambridge, OH Micro Area","M2","2","G3110","1352631181","15666081","+40.0566648","-081.4978750",-81.4942562193814,40.0520536496197
,"15780","15780","Camden, AR","Camden, AR Micro Area","M2","2","G3110","3525874156","27976582","+33.5675198","-092.7082209",-92.7073489573663,33.5770798494448
,"15820","15820","Campbellsville, KY","Campbellsville, KY Micro Area","M2","2","G3110","1430755277","34174451","+37.3155398","-085.4430106",-85.4427785421065,37.314233224948
"444","15860","15860","Cañon City, CO","Cañon City, CO Micro Area","M2","2","G3110","3970664378","2235542","+38.4551696","-105.4249583",-105.439657053584,38.4729724659032
"184","15940","15940","Canton-Massillon, OH","Canton-Massillon, OH Metro Area","M1","1","G3110","2512088066","24839111","+40.7110505","-081.2614680",-81.2534922562755,40.7186610446277
"163","15980","15980","Cape Coral-Fort Myers, FL","Cape Coral-Fort Myers, FL Metro Area","M1","1","G3110","2023963480","1116067200","+26.5590348","-081.8919943",-81.9154527285327,26.5756896561485
"164","16020","16020","Cape Girardeau, MO-IL","Cape Girardeau, MO-IL Metro Area","M1","1","G3110","3708446707","73228104","+37.3259361","-089.7626388",-89.7698373012738,37.3244934553576
,"16060","16060","Carbondale-Marion, IL","Carbondale-Marion, IL Metro Area","M1","1","G3110","3490057672","123591631","+37.6897419","-089.1051489",-89.1131328816889,37.6865358742832
,"16100","16100","Carlsbad-Artesia, NM","Carlsbad-Artesia, NM Micro Area","M2","2","G3110","10816683024","56498061","+32.4578347","-104.3064338",-104.304465761774,32.4714628579046
,"16140","16140","Carroll, IA","Carroll, IA Micro Area","M2","2","G3110","1474835095","2145349","+42.0394920","-094.8676471",-94.8605592806764,42.0362382228832
"456","16180","16180","Carson City, NV","Carson City, NV Metro Area","M1","1","G3110","374670880","32586219","+39.1530598","-119.7473681",-119.747422248914,39.1511464297148
,"16220","16220","Casper, WY","Casper, WY Metro Area","M1","1","G3110","13831928329","90969261","+42.9776447","-106.7682192",-106.798493802948,42.9622404457684
,"16260","16260","Cedar City, UT","Cedar City, UT Micro Area","M2","2","G3110","8537474393","11390956","+37.9093044","-113.3067405",-113.289465840767,37.8591931316835
"168","16300","16300","Cedar Rapids, IA","Cedar Rapids, IA Metro Area","M1","1","G3110","5202765033","29300009","+42.0863293","-091.6311439",-91.6313309639181,42.0914723091201
"122","16340","16340","Cedartown, GA","Cedartown, GA Micro Area","M2","2","G3110","803758612","4681735","+33.9960153","-085.1883384",-85.188153382188,34.0017844854497
"338","16380","16380","Celina, OH","Celina, OH Micro Area","M2","2","G3110","1197723422","28440771","+40.5353325","-084.6320588",-84.6293603417882,40.5400113655386
,"16420","16420","Central City, KY","Central City, KY Micro Area","M2","2","G3110","1210451475","31188648","+37.2138159","-087.1340919",-87.1420416640453,37.2157922671783
"476","16460","16460","Centralia, IL","Centralia, IL Micro Area","M2","2","G3110","1482865607","9234118","+38.6482361","-088.9203624",-88.9189811152543,38.6495781116696
"500","16500","16500","Centralia, WA","Centralia, WA Micro Area","M2","2","G3110","6223179711","86925423","+46.5800714","-122.3774443",-122.392638347534,46.5777681750906
"548","16540","16540","Chambersburg-Waynesboro, PA","Chambersburg-Waynesboro, PA Metro Area","M1","1","G3110","2000245529","1547615","+39.9267722","-077.7245208",-77.7212449250994,39.9274146651335
,"16580","16580","Champaign-Urbana, IL","Champaign-Urbana, IL Metro Area","M1","1","G3110","3717412130","6842632","+40.1029885","-088.3185039",-88.3187962094572,40.1004892643241
"170","16620","16620","Charleston, WV","Charleston, WV Metro Area","M1","1","G3110","6854414859","56072912","+38.3551769","-081.6203407",-81.6190494635263,38.3561080365361
,"16660","16660","Charleston-Mattoon, IL","Charleston-Mattoon, IL Micro Area","M2","2","G3110","2212437114","7159021","+39.4231628","-088.2422121",-88.2292047180768,39.4205343203289
,"16700","16700","Charleston-North Charleston, SC","Charleston-North Charleston, SC Metro Area","M1","1","G3110","6708606016","1483664805","+33.0180695","-080.0075006",-80.0105863322547,33.0165093630581
"172","16740","16740","Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area","M1","1","G3110","14495628697","302851379","+35.1663423","-080.7972848",-80.7953303282104,35.1686006091018
,"16820","16820","Charlottesville, VA","Charlottesville, VA Metro Area","M1","1","G3110","4259261435","35688522","+37.9490837","-078.5932062",-78.5929015267401,37.9501010780178
"174","16860","16860","Chattanooga, TN-GA","Chattanooga, TN-GA Metro Area","M1","1","G3110","5410495665","126467844","+35.0493612","-085.3611582",-85.3591288353339,35.05198284366
,"16940","16940","Cheyenne, WY","Cheyenne, WY Metro Area","M1","1","G3110","6956354974","4348083","+41.2928302","-104.6603950",-104.689620568856,41.3070676863879
"176","16980","16980","Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area","M1","1","G3110","18635140910","6173126516","+41.8235214","-087.8282967",-87.82961900688,41.8248393669508
,"17020","17020","Chico, CA","Chico, CA Metro Area","M1","1","G3110","4238488156","105261063","+39.6659588","-121.6019188",-121.600671735456,39.6669293632578
"198","17060","17060","Chillicothe, OH","Chillicothe, OH Micro Area","M2","2","G3110","1784986619","9938848","+39.3238969","-083.0595362",-83.0570255811965,39.3376277288983
,"10100","10100","Aberdeen, SD","Aberdeen, SD Micro Area","M2","2","G3110","7353004578","111384297","+45.5194353","-098.7007003",-98.695953981833,45.5215787834159
,"10140","10140","Aberdeen, WA","Aberdeen, WA Micro Area","M2","2","G3110","4924766221","834338731","+47.1137324","-123.8267349",-123.828620824146,47.1444090738417
,"10180","10180","Abilene, TX","Abilene, TX Metro Area","M1","1","G3110","7105578382","36846346","+32.4520222","-099.7187428",-99.717678324993,32.4496900452095
,"10220","10220","Ada, OK","Ada, OK Micro Area","M2","2","G3110","1865835819","12595147","+34.7214461","-096.6919710",-96.6843760530958,34.7280450543385
"220","10300","10300","Adrian, MI","Adrian, MI Micro Area","M2","2","G3110","1941504139","30519590","+41.8960225","-084.0743563",-84.0663667480536,41.8950837577034
,"10380","10380","Aguadilla-Isabela, PR","Aguadilla-Isabela, PR Metro Area","M1","1","G3110","1222527908","358908897","+18.3569648","-067.0078951",-67.0010610979153,18.3592840178201
"184","10420","10420","Akron, OH","Akron, OH Metro Area","M1","1","G3110","2331489226","62145698","+41.1466395","-081.3501104",-81.3495338796714,41.1487310211306
,"10460","10460","Alamogordo, NM","Alamogordo, NM Micro Area","M2","2","G3110","17126456785","36943378","+32.6155988","-105.7513079",-105.741442552025,32.6131446770663
,"10500","10500","Albany, GA","Albany, GA Metro Area","M1","1","G3110","4120611855","46222654","+31.6444531","-084.1119078",-84.1153192551715,31.6464597794007
"440","10540","10540","Albany-Lebanon, OR","Albany-Lebanon, OR Metro Area","M1","1","G3110","5923936549","50054677","+44.4888982","-122.5372084",-122.534995074666,44.488878766237
"104","10580","10580","Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area","M1","1","G3110","7282218203","172501908","+42.7879202","-073.9423479",-73.9419735085642,42.7885042512923
"172","10620","10620","Albemarle, NC","Albemarle, NC Micro Area","M2","2","G3110","1023390690","25222524","+35.3104492","-080.2543742",-80.2509863077459,35.3119550622475
,"10660","10660","Albert Lea, MN","Albert Lea, MN Micro Area","M2","2","G3110","1831756453","39305226","+43.6742019","-093.3502887",-93.34881585785,43.6738441803158
,"10700","10700","Albertville, AL","Albertville, AL Micro Area","M2","2","G3110","1465531863","148495459","+34.3095637","-086.3216681",-86.3066369689726,34.366962102055
"106","10740","10740","Albuquerque, NM","Albuquerque, NM Metro Area","M1","1","G3110","24043702359","31778159","+35.1234965","-106.4583918",-106.471583635542,35.1222900709636
"388","10760","10760","Alexander City, AL","Alexander City, AL Micro Area","M2","2","G3110","3541633666","168793394","+32.9004862","-086.0029320",-86.0069760131301,32.8967568428012
,"10780","10780","Alexandria, LA","Alexandria, LA Metro Area","M1","1","G3110","5085105762","163013711","+31.3253478","-092.5468034",-92.5418574696696,31.3305506954408
,"10820","10820","Alexandria, MN","Alexandria, MN Micro Area","M2","2","G3110","1649184455","215620028","+45.9368293","-095.4621560",-95.4535236810324,45.9337163348425
"204","10860","10860","Alice, TX","Alice, TX Micro Area","M2","2","G3110","6885863898","14217789","+27.6977432","-098.3908809",-98.3722586415665,27.697640237365
,"10900","10900","Allentown-Bethlehem-Easton, PA-NJ","Allentown-Bethlehem-Easton, PA-NJ Metro Area","M1","1","G3110","3762895696","58376629","+40.7893392","-075.3981580",-75.403844015851,40.7893508672215
"394","10940","10940","Alma, MI","Alma, MI Micro Area","M2","2","G3110","1472098934","8369164","+43.2923259","-084.6046900",-84.6049110537692,43.2927326789138
,"10980","10980","Alpena, MI","Alpena, MI Micro Area","M2","2","G3110","1481127630","2908710755","+44.8949540","-083.4265739",-83.1652010912184,45.0311075068891
"107","11020","11020","Altoona, PA","Altoona, PA Metro Area","M1","1","G3110","1361819111","3281615","+40.4986536","-078.3095974",-78.3486041534309,40.4809952692342
,"11060","11060","Altus, OK","Altus, OK Micro Area","M2","2","G3110","2078860509","4114418","+34.5940059","-099.4122347",-99.4147585084668,34.587970968251
"108","11100","11100","Amarillo, TX","Amarillo, TX Metro Area","M1","1","G3110","13338931286","86991891","+35.2478969","-101.9086384",-101.909545135551,35.2488886389482
,"11140","11140","Americus, GA","Americus, GA Micro Area","M2","2","G3110","1682937484","27581090","+32.0983551","-084.2243044",-84.2270091442897,32.0964027312068
"218","11180","11180","Ames, IA","Ames, IA Metro Area","M1","1","G3110","2963210240","8222405","+42.0361281","-093.6980079",-93.6983369164776,42.0363720606953
"104","11220","11220","Amsterdam, NY","Amsterdam, NY Micro Area","M2","2","G3110","1044066970","18599188","+42.9008912","-074.4353575",-74.4396826879387,42.9022816290502
,"11260","11260","Anchorage, AK","Anchorage, AK Metro Area","M1","1","G3110","68429854772","2070501178","+62.2127844","-149.6782218",-149.553185468542,62.2249006774835
,"11380","11380","Andrews, TX","Andrews, TX Micro Area","M2","2","G3110","3886850260","957039","+32.3122581","-102.6402058",-102.637815120978,32.3050356595788
"258","11420","11420","Angola, IN","Angola, IN Micro Area","M2","2","G3110","799729298","35454787","+41.6434670","-085.0024051",-85.0007648540175,41.6438678778849
"220","11460","11460","Ann Arbor, MI","Ann Arbor, MI Metro Area","M1","1","G3110","1828437283","42625748","+42.2522168","-083.8434233",-83.8387705099982,42.2532253490882
,"11500","11500","Anniston-Oxford, AL","Anniston-Oxford, AL Metro Area","M1","1","G3110","1569195268","16587192","+33.7705162","-085.8279089",-85.8260308543469,33.7714324565038
"118","11540","11540","Appleton, WI","Appleton, WI Metro Area","M1","1","G3110","2475664691","222287459","+44.2906032","-088.3723255",-88.3711532601694,44.2890313476171
"412","11580","11580","Arcadia, FL","Arcadia, FL Micro Area","M2","2","G3110","1649027549","6243548","+27.1905809","-081.8062531",-81.8094429515094,27.1863023348172
,"11620","11620","Ardmore, OK","Ardmore, OK Micro Area","M2","2","G3110","3460517249","77497872","+34.1258229","-097.2639184",-97.2695885244625,34.1338374445052
"490","11640","11640","Arecibo, PR","Arecibo, PR Metro Area","M1","1","G3110","613186613","231848339","+18.4392239","-066.7599813",-66.7591795764029,18.4398877926089
,"11660","11660","Arkadelphia, AR","Arkadelphia, AR Micro Area","M2","2","G3110","2243130283","43387661","+34.0533162","-093.1762085",-93.1763674899212,34.0509558643005
"120","11700","11700","Asheville, NC","Asheville, NC Metro Area","M1","1","G3110","5264448603","21769667","+35.5956693","-082.6816145",-82.6826460173133,35.6006246042266
"360","11740","11740","Ashland, OH","Ashland, OH Micro Area","M2","2","G3110","1095464861","9966295","+40.8432730","-082.2701271",-82.2706927710733,40.846024192772
"184","11780","11780","Ashtabula, OH","Ashtabula, OH Micro Area","M2","2","G3110","1818360017","1724498211","+41.9066369","-080.7455916",-80.7590107929646,41.896381141123
,"11820","11820","Astoria, OR","Astoria, OR Micro Area","M2","2","G3110","2144872198","661629272","+46.0245094","-123.7050366",-123.716999160949,46.0175261511769
"312","11860","11860","Atchison, KS","Atchison, KS Micro Area","M2","2","G3110","1116736558","6851102","+39.5325441","-095.3133975",-95.3134446486022,39.5317400032724
,"11900","11900","Athens, OH","Athens, OH Micro Area","M2","2","G3110","1304386904","12461326","+39.3326037","-082.0458439",-82.0451288930192,39.3338632113162
"174","11940","11940","Athens, TN","Athens, TN Micro Area","M2","2","G3110","1113997270","5340568","+35.4244722","-084.6199488",-84.6174748904249,35.4247444764341
"206","11980","11980","Athens, TX","Athens, TX Micro Area","M2","2","G3110","2263013491","193259090","+32.2116334","-095.8534183",-95.8535779226269,32.2119000869609
,"49260","49260","Woodward, OK","Woodward, OK Micro Area","M2","2","G3110","6408310999","10645808","+36.3312927","-099.5006858",-99.5080842082369,36.3212866749331
"184","49300","49300","Wooster, OH","Wooster, OH Micro Area","M2","2","G3110","1436939444","5040384","+40.8296612","-081.8871942",-81.8880189942401,40.828849159757
"148","49340","49340","Worcester, MA-CT","Worcester, MA-CT Metro Area","M1","1","G3110","5241033467","198933911","+42.2173112","-071.9255354",-71.927397119349,42.2228058578412
,"49380","49380","Worthington, MN","Worthington, MN Micro Area","M2","2","G3110","1852081296","19315969","+43.6776863","-095.7631323",-95.7533863656685,43.6742397821034
,"49420","49420","Yakima, WA","Yakima, WA Metro Area","M1","1","G3110","11122733955","41189156","+46.4565581","-120.7401446",-120.738490426353,46.4570264297478
,"49460","49460","Yankton, SD","Yankton, SD Micro Area","M2","2","G3110","1349873585","28676615","+43.0066030","-097.3883614",-97.3947651218795,43.008965747456
"434","49500","49500","Yauco, PR","Yauco, PR Metro Area","M1","1","G3110","496370452","228600358","+18.0067240","-066.8317330",-66.8307098987823,18.0117717678222
